time,value
2025-02-28T07:42:18.89494529Z,17.04254150390625
2025-02-28T07:44:00.236038954Z,19.97241973876953
2025-02-28T07:46:00.696748915Z,21.74396514892578
2025-02-28T07:48:01.148394904Z,22.78308868408203
2025-02-28T07:50:01.515761004Z,23.68011474609375
2025-02-28T07:52:01.996085096Z,24.216079711914062
2025-02-28T07:54:02.396047052Z,24.77130889892578
2025-02-28T07:56:02.875721943Z,25.159454345703125
2025-02-28T07:58:03.315777348Z,25.551414489746094
2025-02-28T08:00:03.695983724Z,25.765228271484375
2025-02-28T08:02:04.122052241Z,26.141357421875
2025-02-28T08:04:04.604126783Z,26.328659057617188
2025-02-28T08:06:05.00488395Z,26.612281799316406
2025-02-28T08:08:05.383860313Z,26.8798828125
2025-02-28T08:10:05.76429359Z,26.99909210205078
2025-02-28T08:12:06.143785551Z,27.17113494873047
2025-02-28T08:14:00.183671909Z,27.29320526123047
2025-02-28T08:16:00.563604013Z,27.477455139160156
2025-02-28T08:18:00.964677074Z,27.819252014160156
2025-02-28T08:20:01.372904585Z,27.885818481445312
2025-02-28T08:22:01.772474289Z,27.817535400390625
2025-02-28T08:24:02.143605287Z,28.094863891601562
2025-02-28T08:26:02.583370303Z,28.22723388671875
2025-02-28T08:28:02.963385253Z,28.1097412109375
2025-02-28T08:30:03.372426037Z,28.351402282714844
2025-02-28T08:32:03.725220253Z,28.340911865234375
2025-02-28T08:34:04.1638488Z,28.285980224609375
2025-02-28T08:36:04.564060792Z,28.514671325683594
2025-02-28T08:38:05.004211412Z,28.63483428955078
2025-02-28T08:40:05.465627792Z,28.63292694091797
2025-02-28T08:42:05.884821515Z,28.579139709472656
2025-02-28T08:44:06.285660279Z,28.894615173339844
2025-02-28T08:46:00.324024412Z,28.846359252929688
2025-02-28T08:48:00.684679243Z,28.97815704345703
2025-02-28T08:50:01.064712535Z,28.96556854248047
2025-02-28T08:52:01.423903449Z,28.884124755859375
2025-02-28T08:54:01.783460074Z,28.92780303955078
2025-02-28T08:56:02.223258509Z,28.920745849609375
2025-02-28T08:58:02.603312183Z,29.062652587890625
2025-02-28T09:00:02.963489564Z,29.17308807373047
2025-02-28T09:02:03.40336766Z,29.368019104003906
2025-02-28T09:04:04.016189042Z,29.288673400878906
2025-02-28T09:06:04.174716099Z,29.292678833007812
2025-02-28T09:08:04.544877489Z,29.42485809326172
2025-02-28T09:10:04.923904856Z,29.60033416748047
2025-02-28T09:12:05.324259164Z,29.5379638671875
2025-02-28T09:14:05.751826534Z,28.19194793701172
2025-02-28T09:16:06.124099269Z,27.44617462158203
2025-02-28T09:18:00.184231807Z,27.475547790527344
2025-02-28T09:20:00.545921588Z,28.38153839111328
2025-02-28T09:22:00.985849259Z,28.57208251953125
2025-02-28T09:24:01.429642831Z,28.85723114013672
2025-02-28T09:26:01.821686332Z,29.046249389648438
2025-02-28T09:28:02.254024767Z,29.012107849121094
2025-02-28T09:30:02.651802396Z,29.04338836669922
2025-02-28T09:32:03.040925941Z,29.116249084472656
2025-02-28T09:34:03.412781196Z,29.253387451171875
2025-02-28T09:36:03.771370762Z,29.30927276611328
2025-02-28T09:38:04.141421439Z,29.321861267089844
2025-02-28T09:40:04.48063651Z,29.392623901367188
2025-02-28T09:42:04.864223385Z,29.36248779296875
2025-02-28T09:44:05.173909054Z,29.335403442382812
2025-02-28T09:46:05.508579652Z,29.49352264404297
2025-02-28T09:48:08.024705069Z,29.391098022460938
2025-02-28T09:50:02.061629846Z,29.20703887939453
2025-02-28T09:52:02.496387047Z,29.387855529785156
2025-02-28T09:54:02.863912658Z,29.689598083496094
2025-02-28T09:56:03.198227411Z,29.9285888671875
2025-02-28T09:58:03.597852435Z,29.93316650390625
2025-02-28T10:00:03.923531777Z,29.628562927246094
2025-02-28T10:02:04.303875075Z,29.832077026367188
2025-02-28T10:04:04.704588563Z,29.927635192871094
2025-02-28T10:06:05.17104793Z,29.963302612304688
2025-02-28T10:08:05.443431581Z,30.088424682617188
2025-02-28T10:10:05.763259155Z,30.081939697265625
